text,cs.AI,cs.CL,cs.LG,math.OC,stat.ML,prediction,request_time,completion_tokens,prompt_tokens,total_tokens,prediction_post_processed
Let Me Choose: From Verbal Context to Font Selection,0,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning",1.1093635559082031,12.0,119.0,131.0,"['cs.AI', 'cs.CL', 'stat.ML']"
EVNet: An Explainable Deep Network for Dimension Reduction,1,0,1,0,0,"artificial intelligence, computational machine learning, statistics machine learning",0.670870304107666,11.0,119.0,130.0,"['cs.AI', 'stat.ML', 'cs.LG']"
"Reinforcement Learning in Feature Space: Matrix Bandit, Kernels, and Regret Bound",0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning",0.6802477836608887,11.0,126.0,137.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Affect-Driven Dialog Generation,1,1,1,0,0,"artificial intelligence, computation and language, computational machine learning",0.8317549228668213,12.0,113.0,125.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Interpretable Privacy Preservation of Text Representations Using Vector Steganography,1,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.6852240562438965,12.0,122.0,134.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Regret-based Reward Elicitation for Markov Decision Processes,1,0,0,0,0,"artificial intelligence, computation and language, statistics machine learning, optimization and control",0.6392014026641846,16.0,120.0,136.0,"['cs.AI', 'cs.CL', 'stat.ML', 'math.OC']"
Learning UI Navigation through Demonstrations composed of Macro Actions,1,0,0,0,0,"artificial intelligence, computation and language, computational machine learning",0.7642791271209717,12.0,118.0,130.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Explaining the Performance of Multi-label Classification Methods with Data Set Properties,1,0,1,0,0,"statistics machine learning, computational machine learning",0.69930100440979,8.0,121.0,129.0,"['stat.ML', 'cs.LG']"
Jejueo Datasets for Machine Translation and Speech Synthesis,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.7733480930328369,12.0,121.0,133.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Null-controllability of linear hyperbolic systems in one dimensional space,0,0,0,1,0,optimization and control,0.544806718826294,4.0,122.0,126.0,['math.OC']
Optimization problems involving the first Dirichlet eigenvalue and the torsional rigidity,0,0,0,1,0,optimization and control,0.558448314666748,4.0,123.0,127.0,['math.OC']
Supervisory observer for parameter and state estimation of nonlinear systems using the DIRECT algorithm,0,0,0,1,0,optimization and control,0.7765135765075684,4.0,123.0,127.0,['math.OC']
On Gradient Descent Algorithm for Generalized Phase Retrieval Problem,0,0,0,1,0,"optimization and control, computational machine learning",0.8960001468658447,8.0,119.0,127.0,"['math.OC', 'cs.LG']"
Electricity Demand Forecasting by Multi-Task Learning,0,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.7683069705963135,11.0,117.0,128.0,"['cs.AI', 'stat.ML', 'cs.LG']"
MIME: MIMicking Emotions for Empathetic Response Generation,0,1,0,0,0,"artificial intelligence, computational machine learning",0.8279411792755127,7.0,121.0,128.0,"['cs.AI', 'cs.LG']"
Adaptive Leader-Following Consensus for a Class of Higher-Order Nonlinear Multi-Agent Systems with Directed Switching Networks,0,0,0,1,0,"optimization and control, computational machine learning",0.7154743671417236,8.0,130.0,138.0,"['math.OC', 'cs.LG']"
REALab: An Embedded Perspective on Tampering,1,0,1,0,0,"artificial intelligence, computation and language, computational machine learning",0.9646451473236084,12.0,117.0,129.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Anomaly Detection using Capsule Networks for High-dimensional Datasets,0,0,1,0,1,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.7833225727081299,16.0,119.0,135.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Road Network Representation Learning: A Dual Graph based Approach,1,0,1,0,0,"artificial intelligence, computation and language, computational machine learning",1.2303364276885986,12.0,118.0,130.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Robust Data-Driven Accelerated Mirror Descent,0,0,0,1,0,"optimization and control, computational machine learning",0.8835866451263428,8.0,117.0,125.0,"['math.OC', 'cs.LG']"
Deconditional Downscaling with Gaussian Processes,0,0,1,0,1,"optimization and control, computational machine learning",0.8832039833068848,8.0,116.0,124.0,"['math.OC', 'cs.LG']"
Meta-learning for heterogeneous treatment effect estimation with closed-form solvers,1,0,1,0,1,"optimization and control, computational machine learning",0.8954129219055176,8.0,120.0,128.0,"['math.OC', 'cs.LG']"
Lagrangian dual method for solving stochastic linear quadratic optimal control problems with terminal state constraints,0,0,0,1,0,optimization and control,0.659217357635498,4.0,125.0,129.0,['math.OC']
Polylingual Wordnet,0,1,0,0,0,"artificial intelligence, computation and language",0.5856282711029053,8.0,113.0,121.0,"['cs.AI', 'cs.CL']"
Manual-Guided Dialogue for Flexible Conversational Agents,1,1,0,0,0,"artificial intelligence, computation and language",1.042029619216919,8.0,118.0,126.0,"['cs.AI', 'cs.CL']"
Semi-Supervised Clustering with Inaccurate Pairwise Annotations,0,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.8358621597290039,11.0,122.0,133.0,"['cs.AI', 'stat.ML', 'cs.LG']"
On Bonus-Based Exploration Methods in the Arcade Learning Environment,0,0,1,0,0,"artificial intelligence, computation and language, statistics machine learning",0.9196586608886719,12.0,118.0,130.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Intra-agent speech permits zero-shot task acquisition,1,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning",0.7248592376708984,12.0,117.0,129.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Solution for the EPO CodeFest on Green Plastics: Hierarchical multi-label classification of patents relating to green plastics using deep learning,0,1,1,0,0,"artificial intelligence, computational machine learning",0.6324753761291504,7.0,134.0,141.0,"['cs.AI', 'cs.LG']"
Fast integrators with sensitivity propagation for use in CasADi,0,0,0,1,0,optimization and control,0.5781407356262207,4.0,120.0,124.0,['math.OC']
Screening Tests for Lasso Problems,0,0,1,0,1,"optimization and control, statistics machine learning",0.969001054763794,8.0,114.0,122.0,"['stat.ML', 'math.OC']"
Tractable Optimization Problems through Hypergraph-Based Structural Restrictions,1,0,0,0,0,optimization and control,0.6902272701263428,4.0,118.0,122.0,['math.OC']
A Survey of Text Watermarking in the Era of Large Language Models,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.7600157260894775,12.0,122.0,134.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Navigation Turing Test (NTT): Learning to Evaluate Human-Like Navigation,1,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.735205888748169,11.0,123.0,134.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Disfluency Detection using a Noisy Channel Model and a Deep Neural Language Model,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.867828369140625,16.0,124.0,140.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
ULMA: Unified Language Model Alignment with Demonstration and Point-wise Human Preference,0,1,1,0,0,"artificial intelligence, computation and language, computational machine learning",0.874870777130127,12.0,123.0,135.0,"['cs.AI', 'cs.CL', 'cs.LG']"
Automatic formation of the structure of abstract machines in hierarchical reinforcement learning with state clustering,1,0,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.8239996433258057,16.0,123.0,139.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
"Fusing Audio, Textual and Visual Features for Sentiment Analysis of News Videos",0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.8204307556152344,16.0,124.0,140.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Prompt Learning to Mitigate Catastrophic Forgetting in Cross-lingual Transfer for Open-domain Dialogue Generation,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.7311418056488037,16.0,129.0,145.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Accelerated Affine-Invariant Convergence Rates of the Frank-Wolfe Algorithm with Open-Loop Step-Sizes,0,0,0,1,0,optimization and control,0.5180249214172363,4.0,131.0,135.0,['math.OC']
Averaged controllability for random evolution partial differential equations,0,0,0,1,0,optimization and control,0.8097543716430664,4.0,118.0,122.0,['math.OC']
Distributed computation of equilibria in misspecified convex stochastic Nash games,0,0,0,1,0,"optimization and control, computational machine learning",0.7043466567993164,8.0,120.0,128.0,"['math.OC', 'cs.LG']"
Active Learning for Speech Recognition: the Power of Gradients,0,1,1,0,1,"artificial intelligence, computation and language, statistics machine learning",0.8152389526367188,12.0,119.0,131.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Re-scale boosting for regression and classification,0,0,1,0,1,"optimization and control, statistics machine learning",0.6056976318359375,8.0,115.0,123.0,"['stat.ML', 'math.OC']"
Training with Quantization Noise for Extreme Model Compression,0,0,1,0,1,"optimization and control, computational machine learning",5.002675771713257,8.0,117.0,125.0,"['math.OC', 'cs.LG']"
Masked Bayesian Neural Networks : Computation and Optimality,0,0,1,0,1,"artificial intelligence, computational machine learning, optimization and control",0.9362549781799316,11.0,119.0,130.0,"['cs.AI', 'math.OC', 'cs.LG']"
Deep Unfolded Tensor Robust PCA with Self-supervised Learning,0,0,1,0,1,"artificial intelligence, computational machine learning",0.6580984592437744,7.0,120.0,127.0,"['cs.AI', 'cs.LG']"
Feedback Stabilization over Commutative Rings with no Right-/Left-Coprime Factorizations,0,0,0,1,0,optimization and control,0.7160401344299316,4.0,126.0,130.0,['math.OC']
OMBA: User-Guided Product Representations for Online Market Basket Analysis,0,0,1,0,1,"artificial intelligence, statistics machine learning, computational machine learning",0.6813673973083496,11.0,123.0,134.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Do autoencoders need a bottleneck for anomaly detection?,0,0,1,0,1,"artificial intelligence, computational machine learning",0.7219452857971191,7.0,120.0,127.0,"['cs.AI', 'cs.LG']"
Hierarchical clustering with deep Q-learning,1,0,0,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.7484245300292969,11.0,115.0,126.0,"['cs.AI', 'stat.ML', 'cs.LG']"
A Nonsmooth Augmented Lagrangian Method and its Application to Poisson Denoising and Sparse Control,0,0,0,1,0,"optimization and control, computational machine learning",0.7215728759765625,8.0,130.0,138.0,"['math.OC', 'cs.LG']"
"A Semiglobal, Practical, Strict Pseudogradient Property for Iterative Methods",0,0,0,1,0,"optimization and control, computational machine learning",0.6022284030914307,8.0,125.0,133.0,"['math.OC', 'cs.LG']"
Doubly Stochastic Variational Inference for Deep Gaussian Processes,0,0,0,0,1,"statistics machine learning, computational machine learning",0.6317543983459473,8.0,120.0,128.0,"['stat.ML', 'cs.LG']"
"Implementing a Reverse Dictionary, based on word definitions, using a Node-Graph Architecture",0,1,0,0,0,computation and language,0.8727853298187256,5.0,125.0,130.0,['cs.CL']
Impact of Noise on Calibration and Generalisation of Neural Networks,0,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.8262989521026611,11.0,119.0,130.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Mean-field Analysis of Piecewise Linear Solutions for Wide ReLU Networks,0,0,1,0,1,computational machine learning,0.6041646003723145,5.0,121.0,126.0,['cs.LG']
Exact Reasoning Under Uncertainty,1,0,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.7157361507415771,12.0,114.0,126.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Esports Data-to-commentary Generation on Large-scale Data-to-text Dataset,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.7554535865783691,16.0,122.0,138.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
Late Meta-learning Fusion Using Representation Learning for Time Series Forecasting,0,0,1,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.6873264312744141,16.0,120.0,136.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
"""Beware of deception"": Detecting Half-Truth and Debunking it through Controlled Claim Editing",0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",0.7556750774383545,12.0,128.0,140.0,"['cs.AI', 'cs.CL', 'stat.ML']"
The Noise Covariances of Linear Gaussian Systems with Unknown Inputs Are Not Uniquely Identifiable Using Autocovariance Least-squares,0,0,0,1,0,"optimization and control, statistics machine learning",0.6323103904724121,8.0,135.0,143.0,"['stat.ML', 'math.OC']"
Effective Data Augmentation Approaches to End-to-End Task-Oriented Dialogue,0,1,0,0,0,"artificial intelligence, computation and language, statistics machine learning",1.0491087436676025,12.0,122.0,134.0,"['cs.AI', 'cs.CL', 'stat.ML']"
Smart Feasibility Pump: Reinforcement Learning for (Mixed) Integer Programming,0,0,1,0,0,"artificial intelligence, optimization and control, computational machine learning",0.7655410766601562,11.0,123.0,134.0,"['cs.AI', 'math.OC', 'cs.LG']"
Efficient Data Association and Uncertainty Quantification for Multi-Object Tracking,0,0,1,0,0,"optimization and control, computational machine learning",0.7577879428863525,8.0,121.0,129.0,"['math.OC', 'cs.LG']"
Accuracy on In-Domain Samples Matters When Building Out-of-Domain detectors: A Reply to Marek et al. (2021),0,1,0,0,0,"statistics machine learning, computational machine learning",0.7017972469329834,8.0,135.0,143.0,"['stat.ML', 'cs.LG']"
Towards creativity characterization of generative models via group-based subset scanning,1,0,1,0,0,"artificial intelligence, computational machine learning",0.6436672210693359,7.0,120.0,127.0,"['cs.AI', 'cs.LG']"
A novel post-hoc explanation comparison metric and applications,1,0,1,0,0,"artificial intelligence, statistics machine learning, computational machine learning",0.7308886051177979,11.0,118.0,129.0,"['cs.AI', 'stat.ML', 'cs.LG']"
Divide-and-Conquer Monte Carlo Tree Search For Goal-Directed Planning,1,0,1,0,1,"artificial intelligence, computational machine learning",0.5465652942657471,7.0,121.0,128.0,"['cs.AI', 'cs.LG']"
Neural Abstractive Text Summarizer for Telugu Language,0,1,1,0,0,"artificial intelligence, computation and language, statistics machine learning, computational machine learning",0.7489378452301025,16.0,119.0,135.0,"['cs.AI', 'cs.CL', 'stat.ML', 'cs.LG']"
$L_p$-norm regularization algorithms for optimization over permutation matrices,0,0,0,1,0,optimization and control,0.5738537311553955,4.0,122.0,126.0,['math.OC']
